Rank;DokumentType;Titel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om midlertidige foranstaltninger på børne- og undervisningsområdet og folkehøjskoleområdet og for den frie folkeoplysende virksomhed til forebyggelse og afhjælpning i forbindelse med covid-19 (Forlængelse af lovens gyldighed og ophævelse af bemyndigelser om omlagt undervisning og standpunktskarakter på prøvefri skoler);Folketinget;;;87;2021;AX027083;202114L00344;Retsinformation;;Fremgår af forskriften;20211209;20211211;20211211;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00344
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (17. november 2021) - L 87;Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21/23276;L 87;2021;DA000689;20211XX00220;Retsinformation;;Fremgår af forskriften;20211117;20211118;20211118;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00220
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om midlertidige foranstaltninger på børne- og undervisningsområdet og folkehøjskoleområdet og for den frie folkeoplysende virksomhed til forebyggelse og afhjælpning i forbindelse med covid-19 (Forlængelse af lovens gyldighed og ophævelse af bemyndigelser om omlagt undervisning og standpunktskarakter på prøvefrie skoler);Folketinget;;Børne-  og Undervisningsmin., j.nr. 21/23276;87;2021;AX027184;202113L00087;Retsinformation;;Fremgår af forskriften;20211221;20211222;20211222;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00087
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om midlertidige foranstaltninger på børne- og undervisningsområdet og folkehøjskoleområdet og for den frie folkeoplysende virksomhed til forebyggelse og afhjælpning i forbindelse med covid-19 (Forlængelse af lovens gyldighed og ophævelse af bemyndigelser om omlagt undervisning og standpunktskarakter på prøvefri skoler);Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21/23276;87;2021;DA000688;202112L00087;Retsinformation;;Fremgår af forskriften;20211117;20211118;20211118;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00087
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om internationalt udviklingssamarbejde (Ændring af grundlag for oplysningsarbejde om udviklingssamarbejde);Udenrigsministeriet;;Udenrigsmin., j.nr. 2020-42090;83;2021;AS002028;202112L00083;Retsinformation;;Fremgår af forskriften;20211111;20211112;20211112;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00083
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (11. november 2021) - L 81;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2021-14-30-00079;L 81;2021;DC000365;20211XX00188;Retsinformation;;Fremgår af forskriften;20211111;20211112;20211112;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00188
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om aflivning af og midlertidigt forbud mod hold af mink (Forlængelse af det midlertidige forbud mod hold af mink);Folketinget;;;81;2021;AX027133;202114L00384;Retsinformation;;Fremgår af forskriften;20211214;20211215;20211215;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00384
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om aflivning af og midlertidigt forbud mod hold af mink (Forlængelse af det midlertidige forbud mod hold af mink);Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2021-14-30-00079;81;2021;DC000359;202112L00081;Retsinformation;;Fremgår af forskriften;20211111;20211112;20211112;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00081
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om en aktiv beskæftigelsesindsats og lov om arbejdsmiljø (Forlængelse af retten til uddannelse for personer, der har arbejdet i minkerhvervet eller følgeerhverv, inden for en pulje til og med 2022 og bemyndigelse til at fastsætte regler om Arbejdstilsynets behandling af personoplysninger i forbindelse med brug af hjælpeværktøjer m.v.);Beskæftigelsesministeriet;;Beskæftigelsesmin., \n Styrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/10188;66;2021;BE009088;202112L00066;Retsinformation;;Fremgår af forskriften;20211110;20211111;20211111;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00066
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (10. november 2021) - L 66;Beskæftigelsesministeriet;;Beskæftigelsesmin., \n Styrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/10188;L 66;2021;BE009089;20211XX00140;Retsinformation;;Fremgår af forskriften;20211110;20211111;20211111;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00140
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (10. november 2021) - L 61;Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21-1112;L 61;2021;DA000673;20211XX00170;Retsinformation;;Fremgår af forskriften;20211110;20211111;20211111;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00170
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om midlertidige foranstaltninger på børne- og undervisningsområdet og folkehøjskoleområdet og for den frie folkeoplysende virksomhed til forebyggelse og afhjælpning i forbindelse med covid-19 (Forlængelse af lovens gyldighed);Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21-1112;61;2021;DA000674;202112L00061;Retsinformation;;Fremgår af forskriften;20211110;20211110;20211110;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00061
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om midlertidige foranstaltninger på børne- og undervisningsområdet og folkehøjskoleområdet og for den frie folkeoplysende virksomhed til forebyggelse og afhjælpning i forbindelse med covid-19 (Forlængelse af lovens gyldighed);Folketinget;;;61;2021;AX026854;202114L00190;Retsinformation;;Fremgår af forskriften;20211111;20211112;20211112;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00190
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om midlertidige foranstaltninger på børne- og undervisningsområdet og folkehøjskoleområdet og for den frie folkeoplysende virksomhed til forebyggelse og afhjælpning i forbindelse med covid-19 (Forlængelse af lovens gyldighed);Folketinget;;Børne- og Undervisningsmin., j.nr. 21-1112;61;2021;AX026856;202113L00061;Retsinformation;;Fremgår af forskriften;20211111;20211112;20211112;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00061
A;Ændringslov;Lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om sygedagpenge (Suspension af dagpengeforbrug og forlængelse af retten til sygedagpenge som følge af covid-19);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/21380;57;2021;BE008751;A20210005730;Lovtidende A;;Fremgår af forskriften;20210119;20210119;20210121;20210119;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/57
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (28. oktober 2021) - L 56;Udlændinge- og Integrationsministeriet;;Udlændinge- og Integrationsmin., j.nr. 2021-2325 ;L 56;2021;CS001123;20211XX00122;Retsinformation;;Fremgår af forskriften;20211028;20211029;20211029;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00122
A;Lovforslag som fremsat;Forslag til Lov om indfødsrets meddelelse;Udlændinge- og Integrationsministeriet;;Udlændinge- og Integrationsmin., j.nr. 2021-2325;56;2021;CS001124;202112L00056;Retsinformation;;Fremgår af forskriften;20211028;20211029;20211029;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00056
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om ændring af kriminallov for Grønland og retsplejelov for Grønland (Ophævelse af ophørsklausul for foranstaltninger til at forebygge og inddæmme smitte med covid-19 m.v.);Justitsministeriet;;Justitsmin., j.nr. 2021-490-0269;51;2021;AA012633;202112L00051;Retsinformation;;Fremgår af forskriften;20211027;20211028;20211028;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00051
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om ændring af kriminallov for Grønland og retsplejelov for Grønland (Ophævelse af ophørsklausul for foranstaltninger til at forebygge og inddæmme smitte med covid-19 m.v.);Folketinget;;;51;2021;AX027059;202114L00318;Retsinformation;;Fremgår af forskriften;20211208;20211210;20211210;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00318
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (27. oktober 2021) - L 51;Justitsministeriet;;Justitsmin., j.nr. 2021-490-0269;L 51;2021;AA012632;20211XX00110;Retsinformation;;Fremgår af forskriften;20211027;20211028;20211028;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00110
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om ændring af kriminallov for Grønland og retsplejelov for Grønland (Ophævelse af ophørsklausul for foranstaltninger til at forebygge og inddæmme smitte med covid-19 m.v.);Folketinget;;Justitsmin., j.nr. 2021-490-0269;51;2021;AX027141;202113L00051;Retsinformation;;Fremgår af forskriften;20211216;20211217;20211217;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00051
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (13. oktober 2021) - L 50;Kirkeministeriet;;Kirkemin., j.nr. 2021-4013;L 50;2021;CD000193;20211XX00098;Retsinformation;;Fremgår af forskriften;20211013;20211014;20211014;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00098
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om trossamfund uden for folkekirken (Udskydelse af revisionsbestemmelse);Kirkeministeriet;;Kirkemin., j.nr. 2021-4013;50;2021;CD000194;202112L00050;Retsinformation;;Fremgår af forskriften;20211013;20211014;20211014;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00050
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag (Justering af fleksibelt uddannelsesbidrag og aktivitetsafhængigt VEU-bidrag for 2022, fastsættelse af modelparametre for erhvervsuddannelser til brug for beregning af praktikpladsafhængigt arbejdsgiverbidrag for 2022 og fastholdelse af merbidragssats m.v.);Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21-140;39;2021;DA000641;202112L00039;Retsinformation;;Fremgår af forskriften;20211007;20211008;20211008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00039
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om ændring af lov om folkeskolen, lov om friskoler og private grundskoler m.v., lov om social service og lov om en børne- og ungeydelse (Udskydelse af revisionsbestemmelse);Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21/12594;36;2021;DA000643;202112L00036;Retsinformation;;Fremgår af forskriften;20211007;20211008;20211008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00036
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (7. oktober 2021) - L 36;Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21/12594;L 36;2021;DA000642;20211XX00078;Retsinformation;;Fremgår af forskriften;20211007;20211008;20211008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00078
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om folkeskolen (Frihedsgrader til håndtering af faglige udfordringer som følge af covid-19 hos elever i folkeskolen i skoleåret 2021/22);Folketinget;;;35;2021;AX026779;202114L00104;Retsinformation;;Fremgår af forskriften;20211026;20211027;20211027;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00104
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om folkeskolen (Frihedsgrader til håndtering af faglige udfordringer som følge af covid-19 hos elever i folkeskolen i skoleåret 2021/22);Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21/12227;35;2021;DA000651;202112L00035;Retsinformation;;Fremgår af forskriften;20211007;20211008;20211008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00035
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (7. oktober 2021) - L 35;Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21/12227;L 35;2021;DA000649;20211XX00086;Retsinformation;;Fremgår af forskriften;20211007;20211008;20211008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00086
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om folkeskolen (Frihedsgrader til håndtering af faglige udfordringer som følge af covid-19 hos elever i folkeskolen i skoleåret 2021/22);Folketinget;;Børne- og Undervisningsmin., j.nr. 21/12227;35;2021;AX026816;202113L00035;Retsinformation;;Fremgår af forskriften;20211109;20211110;20211110;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00035
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om Slots- og Kulturstyrelsens kontrol og tilsyn med covid-19-kompensationsordninger m.v. på Kulturministeriets område;Folketinget;;;26;2021;AX026806;202114L00128;Retsinformation;;Fremgår af forskriften;20211027;20211103;20211103;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00128
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (6. oktober 2021) - L 26;Kulturministeriet;;;L 26;2021;AK001866;20211XX00066;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00066
A;Lovforslag som vedtaget;Forslag til Lov om Slots- og Kulturstyrelsens kontrol og tilsyn med covid-19-kompensationsordninger m.v. på Kulturministeriets område;Folketinget;;Kulturmin, j.nr. 2021-88;26;2021;AX026850;202113L00026;Retsinformation;;Fremgår af forskriften;20211111;20211112;20211112;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00026
A;Lovforslag som fremsat;Forslag til Lov om Slots- og Kulturstyrelsens kontrol og tilsyn med covid-19-kompensationsordninger m.v. på Kulturministeriets område;Kulturministeriet;;L 26;26;2021;AK001865;202112L00026;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00026
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om luftfart (Præcisering af rammerne for indskrænkninger i adgangen til luftfart og for tildeling af tilladelse til at udføre ruteflyvning, hjemmel til krav om sikkerhedsgodkendelser m.v.);Transportministeriet;;Transportmin., j.nr. 2021-693;20;2021;DG000195;202112L00020;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00020
A;Lovforslag som fremsat;Forslag til Lov om ændring af straffeloven, retsplejeloven, hvidvaskloven og forskellige andre love (Implementering af initiativer i aftale om politiets og anklagemyndighedens økonomi 2021-2023, herunder etablering af National enhed for Særlig Kriminalitet);Justitsministeriet;;Justitsmin., j.nr. 2021-0090-2864;14;2021;AA012645;202112L00014;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00014
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om finansiel virksomhed (Straf for overtrædelse af STS-forordningens artikel 26 b-26 e og ophævelse af positionslofter for råvarederivater);Folketinget;;Erhvervsmin.,\nFinanstilsynet, j.nr. 21-003801;12 B;2021;AX027009;202113LB0012;Retsinformation;;Fremgår af forskriften;20211202;20211203;20211203;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113LB0012
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om administration af tilskud fra Den Europæiske Regionalfond og Den Europæiske Socialfond og lov om erhvervsfremme (Tilpasninger af reglerne om administration af EU-forordninger vedrørende Regionalfonden, Socialfonden Plus og Fonden for Retfærdig Omstilling m.v.);Erhvervsministeriet;;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2021-11162;11;2021;CQ001900;202112L00011;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00011
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 (Udskydelse af tilbagebetalingsfrister for låneordninger for moms, midlertidig forlængelse af maksimal varighed for betalingsordninger for skattekontoen og nedsættelse af beløbsgrænse for kreditsaldo på skattekontoen som følge af covid-19);Skatteministeriet;;Skattemin., j.nr. 2021-5855;9;2021;AN015161;202112L00009;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00009
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 (Udskydelse af tilbagebetalingsfrister for låneordninger for moms, midlertidig forlængelse af maksimal varighed for betalingsordninger for skattekontoen og nedsættelse af beløbsgrænse for kreditsaldo på skattekontoen som følge af covid-19);Folketinget;;Skattemin., j.nr. 2021-5855;9;2021;AX026765;202113L00009;Retsinformation;;Fremgår af forskriften;20211014;20211015;20211015;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00009
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 (Udskydelse af tilbagebetalingsfrister for låneordninger for moms, midlertidig forlængelse af maksimal varighed for betalingsordninger for skattekontoen og nedsættelse af beløbsgrænse for kreditsaldo på skattekontoen som følge af covid-19);Folketinget;;;9;2021;AX026763;202114L00102;Retsinformation;;Fremgår af forskriften;20211013;20211014;20211014;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00102
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (6. oktober 2021) - L 9;Skatteministeriet;;Skattemin., j.nr. 2021-5855;L 9;2021;AN015162;20211XX00042;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00042
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (6. oktober 2021) - L 8;Skatteministeriet;;Skattemin., j.nr. 2021-2191;L 8;2021;AN015154;20211XX00030;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00030
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af ligningsloven og selskabsskatteloven (Beskatningstidspunktet for visse beløb modtaget i henhold til en covid-19-hjælpepakke og for visse erstatninger og kompensationer som følge af lov om aflivning af og midlertidigt forbud mod hold af mink og særregel om beskatning af andelsforeninger med minkavlere m.v. som medlemmer);Folketinget;;;8;2021;AX027130;202114L00380;Retsinformation;;Fremgår af forskriften;20211214;20211215;20211215;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00380
A;Lovforslag som fremsat;Forslag til Lov om ændring af ligningsloven og selskabsskatteloven   (Beskatningstidspunktet for visse beløb modtaget i henhold til en covid-19-hjælpepakke og for visse erstatninger og kompensationer modtaget som følge af lov om aflivning af og midlertidigt forbud mod hold af mink og særregel om beskatning af andelsforeninger med minkavlere m.v. som medlemmer);Skatteministeriet;;Skattemin., j.nr. 2021-2191;8;2021;AN015153;202112L00008;Retsinformation;;Fremgår af forskriften;20211006;20211007;20211007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00008
A;Lovforslag som vedtaget;Forslag til Lov om ændring af ligningsloven og selskabsskatteloven   (Beskatningstidspunktet for visse beløb modtaget i henhold til en covid-19-hjælpepakke og for visse erstatninger og kompensationer modtaget som følge af lov om aflivning af og midlertidigt forbud mod hold af mink og særregel om beskatning af andelsforeninger med minkavlere m.v. som medlemmer);Folketinget;;Skattemin., j.nr. 2021-2191;8;2021;AX027207;202113L00008;Retsinformation;;Fremgår af forskriften;20211221;20211222;20211222;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00008
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af afskrivningsloven, lov om registrering af køretøjer, ligningsloven, registreringsafgiftsloven, skatteforvaltningsloven og virksomhedsskatteloven (Ændring af den skatte- og afgiftsmæssige behandling af ladestandere til køretøjer, stramning af leasingregler for køretøjer, indførelse af særlig procedure for partshøring ved værdifastsættelse af nye og brugte køretøjer m.v. og indførelse af solidarisk hæftelse for selvanmeldere m.v.);Folketinget;;;6;2021;AX026906;202114L00242;Retsinformation;;Fremgår af forskriften;20211118;20211120;20211120;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00242
A;Ændringslov;Lov om ændring af selskabsloven og lov om bemyndigelse til midlertidig fravigelse af virksomheders pligter på selskabs- og regnskabsområdet i forbindelse med covid-19 (Lempeligere krav til omregistrering af iværksætterselskaber til anpartsselskaber og bemyndigelse til midlertidig fravigelse af bestemmelser om fysisk fremmøde ved generalforsamling i virksomheders vedtægter eller tilsvarende aftaler i forbindelse med covid-19 m.v.);Erhvervsministeriet;;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2020-1013;2199;2020;CQ001539;A20200219930;Lovtidende A;;Fremgår af forskriften;20201229;20201230;20201230;20201230;;FALSE;;;;;;LOV nr 385 af 07/04/2020;;;https://www.retsinformation.dk/eli/lta/2020/2199
A;Ændringslov;Lov om ændring af lov om kommunal indkomstskat og lov om kommunal udligning og generelle tilskud til kommuner (Ekstraordinær mulighed for at omgøre valg af selvbudgettering for 2020 som følge af covid-19);Social- og Indenrigsministeriet;;Social- og Indenrigsmin., j.nr. 2020-9267;2052;2020;CY000894;A20200205230;Lovtidende A;;Fremgår af forskriften;20201219;20201220;20201220;20201220;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/2052
A;Ændringslov;Lov om ændring af lov om adgang til iværksættelse af midlertidig arbejdsfordeling som led i håndteringen af covid-19 og lov om arbejdsløshedsforsikring m.v. (Forlængelse af den midlertidige arbejdsfordelingsordning, forlængelse af suspension af forbrug af dagpenge, undtagelse for automatisk genindplacering, undtagelse for månedskontrol m.v.);Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2020-9475;1964;2020;BE008710;A20200196430;Lovtidende A;;Fremgår af forskriften;20201215;20201215;20201215;20201215;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1964
A;Ændringslov;Lov om ændring af lov om akkreditering af videregående uddannelsesinstitutioner (Forlængelse af institutionsakkreditering som følge af covid-19);Uddannelses- og Forskningsministeriet;;Uddannelses- og Forskningsmin., j.nr. 2020-1946;1715;2020;CE001020;A20200171530;Lovtidende A;;Fremgår af forskriften;20201130;20201201;20201201;20201201;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1715
A;Ændringslov;Lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om sygedagpenge, lov om aktiv socialpolitik og lov om seniorjob (Forlængelse af dagpengeperioden og retten til sygedagpenge, genindførelse af forlængelse af 12-månedersperioden i 225-timersreglen og konsekvensrettelse i lov om seniorjob som følge af dagpengeperiodens forlængelse);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/18784;1642;2020;BE008626;A20200164230;Lovtidende A;;Fremgår af forskriften;20201119;20201119;20201119;20201119;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1642
A;Ændringslov;Lov om ændring af lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 og lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 (Genåbning af låneordning vedrørende moms og lønsumsafgift som følge af covid-19);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2020-8401;1620;2020;AN014646;A20200162030;Lovtidende A;;Fremgår af forskriften;20201117;20201117;20210416;20201117;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1620
A;Ændringslov;Lov om ændring af skattekontrolloven og forskellige andre love (Gennemførelse af direktiv om at imødekomme det akutte behov for at udsætte visse frister for indgivelse og udveksling af oplysninger på beskatningsområdet på grund af covid-19-pandemien og ændring af ikrafttrædelse af ændring af håndtering af A-skat m.v. i forbindelse med udbetaling fra feriegarantiordninger m.v.);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2020-5074;1521;2020;AN014593;A20200152130;Lovtidende A;;Fremgår af forskriften;20201027;20201028;20210416;20201028;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1521
A;Lov;Lov om adgang til iværksættelse af midlertidig arbejdsfordeling som led i håndteringen af covid-19;Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2020-6309;1336;2020;BE008528;A20200133630;Lovtidende A;;Fremgår af forskriften;20200911;20200912;20200912;20200912;;FALSE;;;;;;LOV nr 1964 af 15/12/2020,LOV nr 2529 af 21/12/2021;;;https://www.retsinformation.dk/eli/lta/2020/1336
A;Ændringslov;Lov om ændring af lov om en skattefri seniorpræmie (Midlertidig nedsættelse af beskæftigelseskravet som følge af covid-19);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/07263;1050;2020;BE008464;A20200105030;Lovtidende A;;Fremgår af forskriften;20200630;20200630;20200630;20200630;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1050
A;Ændringslov;Lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om sygedagpenge (Yderligere forlængelse af perioder, der ses bort fra ved forbrug af arbejdsløshedsdagpenge, midlertidig ret til dagpenge til selvstændige og yderligere midlertidig forlængelse af retten til sygedagpenge);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/10620;960;2020;BE008467;A20200096030;Lovtidende A;;Fremgår af forskriften;20200626;20200626;20200626;20200626;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/960
